id,keyword,location,text,target
1323,body%20bag,,"""Body parts found in bag in Coolock, north Dublin. The investigation is still at a very early stage, but gardai are tre…",1
1331,body%20bag,"Tipperary, Ireland.",Human remains found in bag in Dublin estate https://t.co/GUtjEbp46k via,1
1332,body%20bag,Cork Ireland,Human Body Parts Discovered In Bag In Dublin https://t.co/NzyCWQUfLz,1
1333,body%20bag,"Dublin, Ireland",Human body parts have been found in a bag on a road in Dublin https://t.co/zrJryNq25O https://t.co/Qn5LpKN2od,1
1335,body%20bag,"Nairobi, Kenya","The body of a 10-year old girl who was reported missing from their Kayole home, Nairobi in September last year was… https://t.co/nTaxEXKqgY",1
1337,body%20bag,Belfast,Bag containing human body parts found in Dublin https://t.co/Tnwgtf87ne,1
1338,body%20bag,Thika Town,"The body of a 10-year old girl who was reported missing from their Kayole home, Nairobi in September last year was… https://t.co/aEsAAoOfhP",1
1339,body%20bag,,Garda investigation launched after body parts discovered in bag in north Dublin https://t.co/zxmvBZGCHB,1
1341,body%20bag,Dublin,Someone was murdered and their body parts left in a bag in Coolock last night When is the gov going to acknowledge… https://t.co/BNSa2r1iXH,1
1343,body%20bag,my gps off,I done watched this body bag at least 5 times 🤦🏿‍♂️🤦🏿‍♂️ 🤦🏿‍♂️..plus when its taping the body ain’t that a murder scene?,1
1344,body%20bag,"Round Rock, TX","Typo. Yes, coroner. Witnesses confirmed body bag leaving the vacant house along with multiple evidence… https://t.co/eQbKXGkfj8",1
1345,body%20bag,Minas Tirith,Suspected body parts discovered in plastic bag in Dublin https://t.co/T79QUm0VK5 https://t.co/gvwYAXutPV,1
1346,body%20bag,Dublin,Human remains found in bag in Dublin estate https://t.co/a3AoN9P1Vl via,1
1348,body%20bag,Dublin-Cork-Regional & Global,Human remains found in bag in Dublin Estate. Paul Reynolds reports. https://t.co/UKpoEtaAAo via,1
1350,body%20bag,Ireland,Human body parts found in bag outside houses in north Dublin https://t.co/jdiZ7EHKDW,1
1353,body%20bag,United Kingdom,"Police have sealed off an area of Moatview in Coolock, north Dublin, after the grim discovery. It is u… https://t.co/EIwpi182U4",1
1355,body%20bag,"Dublin, Ireland",Human body parts have been discovered in a bag in Dublin. https://t.co/t5LcUqajAb,1
1356,body%20bag,"Cork, Ireland",An investigation is underway following the discovery of body parts in a bag outside houses in Coolock https://t.co/IMJD7vHP…,1
1358,body%20bag,Ireland,An investigation is underway following the discovery of body parts in a bag outside houses in Coolock https://t.co/IMJD7vHP6W,1
1359,body%20bag,Belgium,"""Body parts found in bag in Coolock, north Dublin. The investigation is still at a very early stage, but gardai ar… https://t.co/BeKOsYDBVL",1
1361,body%20bag,,Gardai seal off scene as body parts found in bag in North Dublin https://t.co/LEmVxGBPLQ,1
1364,body%20bag,"Kilkenny, Ireland",Gardai launch murder inquiry after body parts found in bag https://t.co/BvQFjKLjPg,1
1367,body%20bag,Dundalk Louth Ireland,Suspected body parts discovered in bag in Dublin https://t.co/XqOm1plxGV https://t.co/f3gCSqkPTk,1
1375,body%20bagging,"Pike Road, Alabama ",Poor . I think he’s dead after this body bagging.,1
1408,body%20bags,,I’m sure the Russian Owned PM will be sending troops to back up his mate in the US. Sadly… https://t.co/FbCvF8Rqsg,1
1427,body%20bags,"Ohio, USA",2600 souls came home in body bags on Obama’s watch a war he campaigned on ending and you were so quiet… https://t.co/VkTxnuiwQQ,1
1432,body%20bags,Genius 💯,"But since the body was wrapped in the black polythene bags, this could have been Murder. But why kill such a young soul?",1
1450,body%20bags,Karachi /Pakistan,"In the aftermath of the Kargil war, the then NDA government had ordered procurement of 3,000 body bags and 500…",1
1474,bomb,"Sydney, Australia","Jersey City Kosher Market Shooters Were Carrying Devastating Bomb, Officials Disclose https://t.co/oVdya6mfOT",1
1478,bomb,,"#TodaysHero James Rose, whose legs were blown off by a roadside bomb in Afghanistan, he also suffered a broken pelvis an…",1
1502,bomb,Italia,Syria - Southern Idlib countryside Assad regime militias stationed in nearby checkpoints bomb the towns of Tal-Min… https://t.co/v6rK0Ww7nO,1
1513,bomb,,"BREAKING: Bomb in Van of NJ Kosher Market Terror Suspects Could’ve Killed People 5 Football Fields Away, Officials Say - h…",1
1517,bomb,,"Bomb in Van of NJ Shooting Attack Suspects Could’ve Killed People 5 Football Fields Away, Officials Said https://t.co/IL…",1
1531,bombed,,---------- Oct 2033 ---------- United States of America has bombed Kiribati 84 Countries left 🇺🇸 United States of… https://t.co/z8UbW8MujQ,1
1533,bombed,,"Hadaba Military College Cadets Drone Bombed by LNA in Tripoli, Libya https://t.co/ycJD6DNSdt",1
1534,bombed,,"The US, which has bombed or destabilized Afghanistan, Iraq, Somalia, Yemen, Libya, Syria, Lebanon, Venezuela, Ukraine, Boliv…",1
1537,bombed,,"Hadaba Military College Cadets Drone Bombed by LNA in Tripoli, Libya",1
1538,bombed,"Terranora, Australia",“For all u liberals that say Trump started a war—he bombed a guy that killed 1000’s of innocent Americans. If u think it…,1
1541,bombed,Los Angeles,Let’s get this straight. US military bases in Iraq are bombed by Iran. What’s Trump’s response? To illegally divert…,1
1542,bombed,,Wait until Iran get bombed to the ground. God bless Trump.,1
1548,bombed,"Orange, California","Trump a dangerous, irresponsible narcissist who bombed Soleimani to distract from impeachment, Canadian CEO says https://t…",1
1557,bombed,,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con… https://t.co/lNgQ4oxhVY",1
1572,bombed,,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the c… https://t.co/oHKnF1E25P",1
1575,bombed,,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the consequences of the illeg…",1
1598,bombing,,"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen to force t…",1
1604,bombing,,Sweden’s bombing wave continues with explosions in Stockholm and Uppsala https://t.co/xjQpRif5I1,1
1605,bombing,Australia,Last night in Sweden 🇸🇪 2 BOMBINGS. - There was a massive explosion in Stockholm that caused extensive damage to apartm…,1
1606,bombing,,"1. Being in the area of an active shooter, bombing or any kind of terror 2. Receiving news that a family memb…",1
1617,bombing,Australia,Most brainless report today - US invaders and occupiers in Iraq whining that pple they have been bombing and killin… https://t.co/MgL0FotZYa,1
1620,bombing,United States of Africa,"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen… https://t.co/0ST5oTz2cI",1
1649,bridge%20collapse,pattaya,And this is the fourth road/bridge collapse in a span of 6 weeks. Just saying.,1
1650,bridge%20collapse,,And this is the fourth road/bridge collapse in a span of 6 weeks. Just saying.,1
1703,buildings%20burning,,"Australia is burning. The worst is yet to come: 24 people dead 500 million animals dead 8,000 koalas dead Over 5.5 mi…",1
1728,buildings%20burning,Maryland,VIDEO: Drone footage captures massive Bound Brook fire from up above --&gt; https://t.co/GolN4wmpUQ (Courtesy: RH) https://t.co/3W…,1
1742,buildings%20burning,PlanetJCG,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from burn…,1
1744,buildings%20burning,New York City,"Massive fire burning in apartment building under construction, neighboring buildings in New Jersey https://t.co/96UeW5Jpno",1
1745,buildings%20burning,NJ,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from… https://t.co/WwYgBEupzJ,1
1754,buildings%20on%20fire,NJ NYC Philly AC Central NJ,Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it started…,1
1758,buildings%20on%20fire,India,"Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targeted h…",1
1760,buildings%20on%20fire,,"With all the buildings that have been ‘set’ on fire in Glasgow over the last few years, it’s doesn’t sit right. the… https://t.co/6i6ZIfynFV",1
1761,buildings%20on%20fire,"Toronto, ON, Canada","When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…",1
1765,buildings%20on%20fire,Usually NJ. sometimes LI/NY!,Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it st… https://t.co/myA1JIwQXu,1
1766,buildings%20on%20fire,"Mount Pleasant, SC",This afternoon the fire alarm sounded in our buildings. Our facilities manager found the fair linen and frontal on… https://t.co/qUM9xljIaC,1
1767,buildings%20on%20fire,,Glasgow still setting unused buildings on fire in 2020 then 😂,1
1768,buildings%20on%20fire,"Bridgewater, NJ",An update on the massive fire on Main Street in Bound Brook Sunday night. https://t.co/GjM6x84Rtt,1
1773,buildings%20on%20fire,,Depends on what the local fire code is that determines how steep they’ll allow your stands to be in the newer buildings.,1
1774,buildings%20on%20fire,Northern California USA,6-Alarm #Fire #BoundBrook #NewJersey Sun Massive Fire Start ~8PM 5 Story 174 Apt Bldg And Retail Under… https://t.co/mkAGx1QlRw,1
1775,buildings%20on%20fire,"Pittsburgh, PA",Displaced home and business owners. Shut down the transit system. Burned down adjacent homes and buildings. NJ has the solutio…,1
1776,buildings%20on%20fire,Unknown,"An enormous fire on Sunday engulfed two apartment buildings that were under construction in Bound Brook, New Jersey, sowing pa…",1
1777,buildings%20on%20fire,"New York, New York","Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of har…",1
1778,buildings%20on%20fire,,"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.… https://t.co/b12SdhSF4Z",1
1780,buildings%20on%20fire,San Francisco,If 1 fire (4 buildings) knocks out to power to thousands what would a purposeful attack on the power grid do? Maybe… https://t.co/u8BWaYrDZw,1
1781,buildings%20on%20fire,"Toronto, NYC, London","When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage o… https://t.co/oH3NIOqnLq",1
1782,buildings%20on%20fire,,2 buildings on fire at seminole State College Stanford campus. 8 fire trucks including some from Longwood. #seminolestate.,1
1783,buildings%20on%20fire,"Sanford, FL","Attention Raiders, the Seminole County Fire Department is on the SLM Campus assessing smoke from an electrical issue in…",1
1784,buildings%20on%20fire,Central Florida,"Attention Raiders, the Seminole County Fire Department is on the SLM Campus assessing smoke from an electrical issu… https://t.co/ApGtkwDNco",1
1785,buildings%20on%20fire,"Washington, DC",Displaced home and business owners. Shut down the transit system. Burned down adjacent homes and buildings. NJ has… https://t.co/pUdNLV7mbH,1
1786,buildings%20on%20fire,"Philadelphia, PA","A massive fire in North Jersey consumed at least five buildings, forced over 100 residents to evacuate and shut dow… https://t.co/7Y2wjitVyi",1
1787,buildings%20on%20fire,New Jersey,"Following last night's seven-alarm fire in downtown Bound Brook, citizens face power outages, road closures and sch… https://t.co/1llyVlN0iJ",1
1789,buildings%20on%20fire,"Hyderabad, India","Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targete… https://t.co/wxq4ZcJARF",1
1790,buildings%20on%20fire,"Lima, OH",No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima. https://t.co/1tP3OuqyQe,1
1794,buildings%20on%20fire,,"Inferno on Black Friday 1939: 71 deaths, 3,700 buildings, too much fuel and “lit by the hand of man” « JoNova https://t.co/ieD…",1
1795,buildings%20on%20fire,,Update: the fire crossed the street. I’m hearing at least five buildings on that side affected. Town has several bl… https://t.co/0hR1HV8cIc,1
1796,buildings%20on%20fire,"New York, NY","Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of… https://t.co/6YAj9uh9Yb",1
1798,buildings%20on%20fire,near Detroit,Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,1
1799,buildings%20on%20fire,USA,Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bou… https://t.co/aO79viaMHT,1
1800,buildings%20on%20fire,,"On 2nd Dec 2019, Nigerian police invaded Barrister Ejiofor’s home to assassinate him. He escaped, but the force killed some…",1
1803,buildings%20on%20fire,,"Inferno on Black Friday 1939: 71 deaths, 3,700 buildings, too much fuel and “lit by the hand of man” « JoNova… https://t.co/tHhw0dRMin",1
1806,buildings%20on%20fire,,"On Sunday night, NJ Transit suspended the Raritan Valley line and residents were being told to stay away as crews b… https://t.co/ZkQCnUCHZN",1
1807,buildings%20on%20fire,,"A massive fire in Somerset County consumed at least five buildings, forced over 100 residents to evacuate and suspe… https://t.co/72cwoB36DA",1
